"DistrictNumber",District,"CampusNumber",Campus,Region,County,"SchoolType","GradesServed","AlternativeEducationAccountability",Charter,"Number ofStudents","%EconomicallyDisadvantaged","% EB/ELStudents","OverallRating","OverallScore","StudentAchievementRating","StudentAchievementScore","SchoolProgressRating","SchoolProgressScore","AcademicGrowthRating","AcademicGrowthScore","RelativePerformanceRating","RelativePerformanceScore","Closingthe Gaps Rating","Closingthe Gaps Score","SupportLabel","PublicEducationGrant","DistinctionELA/Reading","DistinctionMathematics","DistinctionScience","DistinctionSoc Studies","DistinctionProgress","DistinctionClosing the Gaps","DistinctionPostsecondaryReadiness","US CongressDistrict","US CongressElection District","TX HouseDistrict","TX HouseElection District","TX SenateDistrict","TX SenateElection District","Campus EnrollmentType"
220905,FORT WORTH ISD,220905019,METRO OPPORTUNITY,REGION 11: FORT WORTH,TARRANT,Elem/Secondary,06 - 11,No,No,39,94.9%,15.4%,Not Rated,        .,Not Rated,        .,Not Rated,        .,Not Rated,        .,Not Rated,        .,Not Rated,        .,,,,,,,,,,012,012,090,090,010,009,SPECIAL ASSIGNMENT SCHOOL
220905,FORT WORTH ISD,220905021,SUCCESS H S,REGION 11: FORT WORTH,TARRANT,High School,09 - 12,Yes,No,283,89.8%,73.1%,B,83,C,74,B,83,B,83,Not Rated,        .,C,74,Comprehensive Reidentified,,,,,,,,,012,012,095,095,010,009,SELECTIVE ENRL SCHL-SPCL PGM-BASED
220905,FORT WORTH ISD,220905024,DETENT CTR,REGION 11: FORT WORTH,TARRANT,Elem/Secondary,06 - 11,Yes,No,101,50.5%,5.0%,Not Rated,        .,Not Rated,        .,Not Rated,        .,Not Rated,        .,Not Rated,        .,Not Rated,        .,,,,,,,,,,033,033,093,093,009,009,SPECIAL ASSIGNMENT SCHOOL
220905,FORT WORTH ISD,220905026,JO KELLY SP ED,REGION 11: FORT WORTH,TARRANT,Elem/Secondary,EE - 12,No,No,39,69.2%,0.0%,Not Rated,        .,Not Rated,        .,Not Rated,        .,Not Rated,        .,Not Rated,        .,Not Rated,        .,,,,,,,,,,012,012,099,099,012,009,SELECTIVE ENRL SCHL-SPCL PGM-BASED
220905,FORT WORTH ISD,220905035,TRANSITION CTR,REGION 11: FORT WORTH,TARRANT,High School,12 - 12,Yes,No,88,90.9%,2.3%,Not Rated,        .,Not Rated,        .,Not Rated,        .,Not Rated,        .,Not Rated,        .,Not Rated,        .,,,,,,,,,,012,012,099,099,012,009,SELECTIVE ENRL SCHL-SPCL PGM-BASED
220905,FORT WORTH ISD,220905040,JUVENILE JUSTICE ALTERNATIVE ED PROGRAM,REGION 11: FORT WORTH,TARRANT,High School,07 - 12,No,No,17,88.2%,29.4%,Not Rated,        .,Not Rated,        .,Not Rated,        .,Not Rated,        .,Not Rated,        .,Not Rated,        .,,,,,,,,,,012,012,099,099,012,009,SPECIAL ASSIGNMENT SCHOOL
220905,FORT WORTH ISD,220905042,DAGGETT MIDDLE,REGION 11: FORT WORTH,TARRANT,Middle School,06 - 08,No,No,352,90.1%,55.7%,C,71,Not Rated: Senate Bill 1365,55,C,70,C,70,Not Rated: Senate Bill 1365,59,C,73,Targeted Support,,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,012,012,090,090,010,009,ZONED SCHOOL-TRANSFERS ACCEPTED
220905,FORT WORTH ISD,220905043,WEDGWOOD 6TH GR SCH,REGION 11: FORT WORTH,TARRANT,Middle School,06 - 06,No,No,341,90.3%,33.1%,Not Rated: Senate Bill 1365,64,Not Rated: Senate Bill 1365,56,Not Rated: Senate Bill 1365,63,Not Rated: Senate Bill 1365,63,Not Rated: Senate Bill 1365,60,Not Rated: Senate Bill 1365,66,Comprehensive Reidentified,,Not Earned,Not Earned,,,Not Earned,Not Earned,Not Earned,012,012,097,097,010,010,ZONED SCHOOL-TRANSFERS ACCEPTED
220905,FORT WORTH ISD,220905044,ELDER MIDDLE,REGION 11: FORT WORTH,TARRANT,Middle School,06 - 08,No,No,955,93.0%,55.5%,Not Rated: Senate Bill 1365,59,Not Rated: Senate Bill 1365,55,Not Rated: Senate Bill 1365,59,Not Rated: Senate Bill 1365,58,Not Rated: Senate Bill 1365,59,Not Rated: Senate Bill 1365,62,Comprehensive Identified,Yes,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,033,033,090,090,010,009,ZONED SCHOOL-TRANSFERS ACCEPTED
220905,FORT WORTH ISD,220905045,FOREST OAK MIDDLE,REGION 11: FORT WORTH,TARRANT,Middle School,06 - 08,No,No,877,97.0%,50.7%,B,85,Not Rated: Senate Bill 1365,67,B,88,B,88,C,79,C,77,,,Not Earned,Not Earned,Not Earned,Not Earned,Earned,Not Earned,Earned,033,033,090,090,010,010,ZONED SCHOOL-TRANSFERS ACCEPTED
220905,FORT WORTH ISD,220905048,JAMES MIDDLE,REGION 11: FORT WORTH,TARRANT,Middle School,06 - 08,No,No,817,97.6%,67.0%,Not Rated: Senate Bill 1365,67,Not Rated: Senate Bill 1365,52,Not Rated: Senate Bill 1365,66,Not Rated: Senate Bill 1365,66,Not Rated: Senate Bill 1365,57,C,70,Comprehensive Progress,,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,033,033,090,090,010,009,ZONED SCHOOL-TRANSFERS ACCEPTED
220905,FORT WORTH ISD,220905049,KIRKPATRICK MIDDLE,REGION 11: FORT WORTH,TARRANT,Middle School,06 - 08,No,No,484,97.7%,63.6%,B,81,Not Rated: Senate Bill 1365,60,B,83,B,83,C,72,C,75,Comprehensive Progress,,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,033,033,090,090,010,009,ZONED SCHOOL-TRANSFERS ACCEPTED
220905,FORT WORTH ISD,220905050,MCLEAN MIDDLE,REGION 11: FORT WORTH,TARRANT,Middle School,06 - 08,No,No,953,68.0%,30.2%,B,82,C,78,B,85,B,84,B,85,C,75,Targeted Support,,Not Earned,Not Earned,Not Earned,Earned,Not Earned,Not Earned,Not Earned,012,012,097,097,010,010,ZONED SCHOOL-TRANSFERS ACCEPTED
220905,FORT WORTH ISD,220905051,MEACHAM MIDDLE,REGION 11: FORT WORTH,TARRANT,Middle School,06 - 08,No,No,738,94.0%,61.0%,Not Rated: Senate Bill 1365,65,Not Rated: Senate Bill 1365,55,Not Rated: Senate Bill 1365,63,Not Rated: Senate Bill 1365,63,Not Rated: Senate Bill 1365,59,Not Rated: Senate Bill 1365,68,Targeted Support,,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,033,033,090,090,010,009,ZONED SCHOOL-TRANSFERS ACCEPTED
220905,FORT WORTH ISD,220905052,MEADOWBROOK MIDDLE,REGION 11: FORT WORTH,TARRANT,Middle School,06 - 08,No,No,822,94.3%,40.0%,Not Rated: Senate Bill 1365,60,Not Rated: Senate Bill 1365,55,Not Rated: Senate Bill 1365,60,Not Rated: Senate Bill 1365,58,Not Rated: Senate Bill 1365,60,Not Rated: Senate Bill 1365,61,Comprehensive Identified,,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,006,033,095,095,010,009,ZONED SCHOOL-TRANSFERS ACCEPTED
220905,FORT WORTH ISD,220905053,MONNIG MIDDLE,REGION 11: FORT WORTH,TARRANT,Middle School,06 - 08,No,No,586,82.4%,21.2%,Not Rated: Senate Bill 1365,57,Not Rated: Senate Bill 1365,54,Not Rated: Senate Bill 1365,57,Not Rated: Senate Bill 1365,57,Not Rated: Senate Bill 1365,57,Not Rated: Senate Bill 1365,56,Comprehensive Identified,Yes,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,012,012,097,099,012,010,ZONED SCHOOL-TRANSFERS ACCEPTED
220905,FORT WORTH ISD,220905054,MORNINGSIDE MIDDLE,REGION 11: FORT WORTH,TARRANT,Middle School,06 - 08,No,No,523,98.3%,43.6%,C,71,Not Rated: Senate Bill 1365,51,C,72,C,72,Not Rated: Senate Bill 1365,55,C,70,Comprehensive Progress,,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,033,033,095,095,010,010,ZONED SCHOOL-TRANSFERS ACCEPTED
220905,FORT WORTH ISD,220905055,APPLIED LEARNING ACAD,REGION 11: FORT WORTH,TARRANT,Middle School,06 - 08,No,No,319,58.3%,24.1%,B,86,B,81,B,86,B,86,B,85,B,86,,,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Earned,Not Earned,012,012,097,097,012,010,SELECTIVE ENROL SCHL-CRITERIA-BASED
220905,FORT WORTH ISD,220905056,RIVERSIDE MIDDLE,REGION 11: FORT WORTH,TARRANT,Middle School,06 - 08,No,No,873,94.0%,59.2%,Not Rated: Senate Bill 1365,59,Not Rated: Senate Bill 1365,54,Not Rated: Senate Bill 1365,58,Not Rated: Senate Bill 1365,58,Not Rated: Senate Bill 1365,58,Not Rated: Senate Bill 1365,65,Comprehensive Identified,Yes,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,033,033,093,093,010,009,ZONED SCHOOL-TRANSFERS ACCEPTED
220905,FORT WORTH ISD,220905057,ROSEMONT MIDDLE,REGION 11: FORT WORTH,TARRANT,Middle School,06 - 08,No,No,"1,303",95.2%,61.6%,C,74,Not Rated: Senate Bill 1365,60,C,74,C,74,C,72,C,74,Targeted Support,,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,033,033,090,090,010,010,ZONED SCHOOL-TRANSFERS ACCEPTED
220905,FORT WORTH ISD,220905058,STRIPLING MIDDLE,REGION 11: FORT WORTH,TARRANT,Middle School,06 - 08,No,No,566,67.5%,21.9%,B,80,C,76,B,82,C,75,B,82,C,74,,,Earned,Not Earned,Not Earned,Earned,Not Earned,Not Earned,Earned,012,012,099,099,012,009,ZONED SCHOOL-TRANSFERS ACCEPTED
220905,FORT WORTH ISD,220905059,PHALEN LEADERSHIP ACADEMY AT JAMES MARTIN JACQUET,REGION 11: FORT WORTH,TARRANT,Middle School,06 - 08,No,No,645,97.7%,34.0%,Not Rated: Senate Bill 1365,59,Not Rated: Senate Bill 1365,51,Not Rated: Senate Bill 1365,59,Not Rated: Senate Bill 1365,59,Not Rated: Senate Bill 1365,55,C,70,Targeted Support,Yes,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,033,033,095,095,010,010,ZONED SCHOOL-TRANSFERS ACCEPTED
220905,FORT WORTH ISD,220905060,WEDGWOOD MIDDLE,REGION 11: FORT WORTH,TARRANT,Middle School,07 - 08,No,No,722,92.2%,31.6%,Not Rated: Senate Bill 1365,68,Not Rated: Senate Bill 1365,54,Not Rated: Senate Bill 1365,66,Not Rated: Senate Bill 1365,66,Not Rated: Senate Bill 1365,58,C,71,Targeted Support,,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,012,012,097,097,010,010,ZONED SCHOOL-TRANSFERS ACCEPTED
220905,FORT WORTH ISD,220905061,LEONARD MIDDLE,REGION 11: FORT WORTH,TARRANT,Middle School,06 - 08,No,No,665,93.4%,26.9%,Not Rated: Senate Bill 1365,59,Not Rated: Senate Bill 1365,52,Not Rated: Senate Bill 1365,58,Not Rated: Senate Bill 1365,58,Not Rated: Senate Bill 1365,55,Not Rated: Senate Bill 1365,64,Comprehensive Reidentified,Yes,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,012,012,097,097,012,010,ZONED SCHOOL-TRANSFERS ACCEPTED
220905,FORT WORTH ISD,220905062,INT'L NEWCOMER ACAD,REGION 11: FORT WORTH,TARRANT,Middle School,06 - 09,Yes,No,254,98.4%,98.8%,Not Rated: Senate Bill 1365,45,Not Rated: Senate Bill 1365,45,Not Rated,        .,Not Rated,        .,Not Rated,        .,Not Rated,        .,,,,,,,,,,012,012,097,097,012,010,SELECTIVE ENRL SCHL-SPCL PGM-BASED
220905,FORT WORTH ISD,220905063,COMO MONTESSORI,REGION 11: FORT WORTH,TARRANT,Elementary,KG - 08,No,No,199,78.9%,34.2%,Not Rated: Senate Bill 1365,64,Not Rated: Senate Bill 1365,58,Not Rated: Senate Bill 1365,62,Not Rated: Senate Bill 1365,62,Not Rated: Senate Bill 1365,59,Not Rated: Senate Bill 1365,69,Targeted Support,,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,012,012,090,099,012,010,SELECTIVE ENROL SCHL-CRITERIA-BASED
220905,FORT WORTH ISD,220905064,LEADERSHIP ACADEMY AT FOREST OAK 6TH GRADE,REGION 11: FORT WORTH,TARRANT,Middle School,06 - 06,No,No,349,98.0%,52.7%,Not Rated: Senate Bill 1365,58,Not Rated: Senate Bill 1365,57,Not Rated: Senate Bill 1365,66,Not Rated: Senate Bill 1365,59,Not Rated: Senate Bill 1365,66,Not Rated: Senate Bill 1365,39,Comprehensive Reidentified,Yes,Not Earned,Not Earned,,,Not Earned,Not Earned,Not Earned,033,033,095,095,010,010,ZONED SCHOOL-TRANSFERS ACCEPTED
220905,FORT WORTH ISD,220905066,WILLOUGHBY HOUSE,REGION 11: FORT WORTH,TARRANT,High School,09 - 11,Yes,No,7,85.7%,0.0%,Not Rated,        .,Not Rated,        .,Not Rated,        .,Not Rated,        .,Not Rated,        .,Not Rated,        .,,,,,,,,,,012,012,097,099,012,010,SPECIAL ASSIGNMENT SCHOOL
220905,FORT WORTH ISD,220905069,MCLEAN 6TH GRADE,REGION 11: FORT WORTH,TARRANT,Middle School,06 - 06,No,No,435,59.1%,28.7%,B,89,B,85,A,90,B,81,A,90,B,86,,,Not Earned,Not Earned,,,Not Earned,Earned,Earned,012,012,097,097,010,010,ZONED SCHOOL-TRANSFERS ACCEPTED
220905,FORT WORTH ISD,220905070,JEAN MCCLUNG MIDDLE,REGION 11: FORT WORTH,TARRANT,Middle School,06 - 08,No,No,790,94.1%,25.8%,C,70,Not Rated: Senate Bill 1365,55,Not Rated: Senate Bill 1365,69,Not Rated: Senate Bill 1365,69,Not Rated: Senate Bill 1365,60,C,71,Targeted Support,,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,006,033,095,095,010,010,ZONED SCHOOL-TRANSFERS ACCEPTED
220905,FORT WORTH ISD,220905071,BENBROOK MIDDLE/HIGH SCHOOL,REGION 11: FORT WORTH,TARRANT,Elem/Secondary,06 - 12,No,No,"1,530",51.7%,11.0%,B,85,B,86,B,88,C,70,B,88,C,77,,,Not Earned,Earned,Not Earned,Earned,Not Earned,Not Earned,Not Earned,012,012,097,097,010,009,COMBINED ENROLLMENT TYPE SCHOOL
220905,FORT WORTH ISD,220905081,YOUNG WOMEN'S LEADERSHIP ACADEMY,REGION 11: FORT WORTH,TARRANT,Elem/Secondary,06 - 12,No,No,467,73.0%,19.5%,A,93,A,96,A,95,B,86,A,95,B,85,,,Earned,Not Earned,Not Earned,Earned,Not Earned,Not Earned,Earned,012,012,090,090,010,009,SELECTIVE ENROL SCHL-CRITERIA-BASED
220905,FORT WORTH ISD,220905082,TEXAS ACADEMY OF BIOMEDICAL,REGION 11: FORT WORTH,TARRANT,High School,09 - 12,No,No,379,74.9%,15.3%,A,91,A,94,A,94,B,82,A,94,B,84,,,Not Earned,Earned,Earned,Not Earned,Not Earned,Not Earned,Earned,012,012,099,099,012,009,SELECTIVE ENROL SCHL-CRITERIA-BASED
220905,FORT WORTH ISD,220905083,YOUNG MEN'S LEADERSHIP ACADEMY,REGION 11: FORT WORTH,TARRANT,Elem/Secondary,06 - 12,No,No,374,79.4%,25.4%,B,87,B,87,B,88,B,84,B,88,B,84,,,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Earned,033,033,095,095,010,010,SELECTIVE ENROL SCHL-CRITERIA-BASED
220905,FORT WORTH ISD,220905084,WORLD LANGUAGES INSTITUTE,REGION 11: FORT WORTH,TARRANT,Elem/Secondary,06 - 12,No,No,522,82.0%,45.4%,B,89,B,83,A,93,C,75,A,93,B,80,,,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Earned,012,012,090,090,010,009,SELECTIVE ENROL SCHL-CRITERIA-BASED
220905,FORT WORTH ISD,220905085,MARINE CREEK COLLEGIATE H S,REGION 11: FORT WORTH,TARRANT,High School,09 - 12,No,No,372,82.8%,22.0%,A,97,A,96,A,95,A,93,A,95,A,100,,,Not Earned,Not Earned,Not Earned,Not Earned,Earned,Earned,Not Earned,012,012,099,099,012,009,SELECTIVE ENROL SCHL-CRITERIA-BASED
220905,FORT WORTH ISD,220905086,TARRANT CO COLLEGE SOUTH/FORT WORTH COLLEGIATE H S,REGION 11: FORT WORTH,TARRANT,High School,09 - 12,No,No,366,77.0%,22.7%,A,96,A,92,A,94,B,81,A,94,A,100,,,Earned,Earned,Not Earned,Not Earned,Not Earned,Earned,Earned,033,033,095,095,010,010,SELECTIVE ENROL SCHL-CRITERIA-BASED
220905,FORT WORTH ISD,220905087,IM TERRELL ACADEMY FOR STEM AND VPA,REGION 11: FORT WORTH,TARRANT,High School,09 - 12,No,No,494,57.5%,7.7%,A,93,A,92,A,92,B,81,A,92,A,96,,,Earned,Earned,Earned,Earned,Not Earned,Earned,Earned,012,012,095,095,010,009,SELECTIVE ENROL SCHL-CRITERIA-BASED
220905,FORT WORTH ISD,220905101,ALICE CARLSON APPLIED LRN CTR,REGION 11: FORT WORTH,TARRANT,Elementary,KG - 05,No,No,363,28.9%,4.4%,B,87,B,82,A,90,A,90,Not Rated: Senate Bill 1365,67,C,79,,,Not Earned,Not Earned,Not Earned,,Not Earned,Not Earned,Not Earned,012,012,097,097,010,010,SELECTIVE ENROL SCHL-CRITERIA-BASED
220905,FORT WORTH ISD,220905103,BENBROOK EL,REGION 11: FORT WORTH,TARRANT,Elementary,PK - 05,No,No,465,55.5%,3.9%,B,87,C,76,A,91,A,91,C,75,C,78,,,Not Earned,Not Earned,Earned,,Earned,Not Earned,Not Earned,012,012,097,097,010,009,ZONED SCHOOL-TRANSFERS ACCEPTED
220905,FORT WORTH ISD,220905104,BOULEVARD HEIGHTS,REGION 11: FORT WORTH,TARRANT,Elem/Secondary,01 - 12,No,No,44,86.4%,0.0%,A,91,B,88,A,91,A,90,A,91,Not Rated,        .,,,Not Earned,Not Earned,Not Earned,Not Earned,Earned,,Earned,012,012,099,099,012,009,SELECTIVE ENRL SCHL-SPCL PGM-BASED
220905,FORT WORTH ISD,220905105,WEST HANDLEY EL,REGION 11: FORT WORTH,TARRANT,Elementary,PK - 05,No,No,411,95.6%,49.6%,C,77,Not Rated: Senate Bill 1365,54,C,79,C,79,Not Rated: Senate Bill 1365,56,C,71,Targeted Support,,Not Earned,Not Earned,Not Earned,,Not Earned,Not Earned,Not Earned,033,033,095,095,010,010,ZONED SCHOOL-TRANSFERS ACCEPTED
220905,FORT WORTH ISD,220905107,BURTON HILL EL,REGION 11: FORT WORTH,TARRANT,Elementary,EE - 05,No,No,346,60.1%,9.0%,A,91,A,91,A,92,A,92,A,91,A,90,,,Earned,Earned,Earned,,Earned,Earned,Earned,012,012,099,099,012,009,COMBINED ENROLLMENT TYPE SCHOOL
220905,FORT WORTH ISD,220905110,CARROLL PEAK EL,REGION 11: FORT WORTH,TARRANT,Elementary,EE - 05,No,No,446,96.2%,52.0%,B,84,Not Rated: Senate Bill 1365,54,B,88,B,88,Not Rated: Senate Bill 1365,56,C,74,Targeted Support,,Not Earned,Not Earned,Not Earned,,Not Earned,Not Earned,Not Earned,033,033,095,095,010,010,ZONED SCHOOL-TRANSFERS ACCEPTED
220905,FORT WORTH ISD,220905111,CARTER PARK EL,REGION 11: FORT WORTH,TARRANT,Elementary,EE - 05,No,No,520,97.9%,66.7%,C,77,Not Rated: Senate Bill 1365,49,C,79,C,79,Not Rated: Senate Bill 1365,51,C,72,Targeted Support,,Not Earned,Not Earned,Not Earned,,Not Earned,Not Earned,Not Earned,033,033,095,095,010,010,ZONED SCHOOL-TRANSFERS ACCEPTED
220905,FORT WORTH ISD,220905114,MANUEL JARA EL,REGION 11: FORT WORTH,TARRANT,Elementary,EE - 05,No,No,578,92.6%,57.1%,B,85,Not Rated: Senate Bill 1365,60,A,90,A,90,Not Rated: Senate Bill 1365,67,C,74,,,Not Earned,Not Earned,Not Earned,,Not Earned,Not Earned,Not Earned,033,033,090,090,010,009,ZONED SCHOOL-TRANSFERS ACCEPTED
220905,FORT WORTH ISD,220905115,GEORGE CLARKE EL,REGION 11: FORT WORTH,TARRANT,Elementary,PK - 05,No,No,386,90.2%,37.8%,B,84,Not Rated: Senate Bill 1365,65,B,88,B,88,C,72,C,76,,,Not Earned,Not Earned,Not Earned,,Not Earned,Not Earned,Not Earned,033,033,090,090,010,010,ZONED SCHOOL-TRANSFERS ACCEPTED
220905,FORT WORTH ISD,220905116,LILY B CLAYTON EL,REGION 11: FORT WORTH,TARRANT,Elementary,PK - 05,No,No,488,45.7%,16.4%,B,86,B,86,B,85,B,85,B,82,B,85,,,Not Earned,Not Earned,Earned,,Not Earned,Not Earned,Not Earned,012,012,097,099,010,009,ZONED SCHOOL-TRANSFERS ACCEPTED
220905,FORT WORTH ISD,220905117,COMO EL,REGION 11: FORT WORTH,TARRANT,Elementary,PK - 05,No,No,381,95.3%,32.3%,B,85,Not Rated: Senate Bill 1365,64,B,89,B,89,C,72,C,76,Targeted Support,,Not Earned,Not Earned,Not Earned,,Not Earned,Not Earned,Not Earned,012,012,090,099,012,010,ZONED SCHOOL-TRANSFERS ACCEPTED
220905,FORT WORTH ISD,220905118,HAZEL HARVEY PEACE EL,REGION 11: FORT WORTH,TARRANT,Elementary,EE - 05,No,No,397,86.4%,11.6%,C,73,Not Rated: Senate Bill 1365,52,C,77,C,77,Not Rated: Senate Bill 1365,54,Not Rated: Senate Bill 1365,63,,,Not Earned,Not Earned,Not Earned,,Not Earned,Not Earned,Not Earned,012,012,097,090,010,010,ZONED SCHOOL-TRANSFERS ACCEPTED
220905,FORT WORTH ISD,220905119,DAGGETT EL,REGION 11: FORT WORTH,TARRANT,Elementary,EE - 05,No,No,533,85.7%,48.6%,C,71,Not Rated: Senate Bill 1365,59,C,74,C,74,Not Rated: Senate Bill 1365,62,Not Rated: Senate Bill 1365,65,,,Not Earned,Not Earned,Not Earned,,Not Earned,Not Earned,Not Earned,033,012,097,090,010,009,ZONED SCHOOL-TRANSFERS ACCEPTED
220905,FORT WORTH ISD,220905120,RUFINO MENDOZA SR EL,REGION 11: FORT WORTH,TARRANT,Elementary,PK - 05,No,No,350,96.0%,49.7%,Not Rated: Senate Bill 1365,69,Not Rated: Senate Bill 1365,48,C,72,C,72,Not Rated: Senate Bill 1365,50,Not Rated: Senate Bill 1365,62,Targeted Support,,Not Earned,Not Earned,Not Earned,,Not Earned,Not Earned,Not Earned,033,033,090,090,010,009,ZONED SCHOOL-TRANSFERS ACCEPTED
220905,FORT WORTH ISD,220905121,DE ZAVALA EL,REGION 11: FORT WORTH,TARRANT,Elementary,PK - 05,No,No,274,80.7%,35.4%,A,92,B,80,A,93,A,93,B,88,B,88,,,Earned,Not Earned,Earned,,Earned,Earned,Earned,012,012,090,090,010,009,ZONED SCHOOL-TRANSFERS ACCEPTED
220905,FORT WORTH ISD,220905122,DIAMOND HILL EL,REGION 11: FORT WORTH,TARRANT,Elementary,PK - 05,No,No,514,94.6%,57.4%,B,84,Not Rated: Senate Bill 1365,60,B,88,B,88,Not Rated: Senate Bill 1365,69,C,75,,,Not Earned,Not Earned,Not Earned,,Not Earned,Not Earned,Not Earned,033,033,090,090,010,009,ZONED SCHOOL-TRANSFERS ACCEPTED
220905,FORT WORTH ISD,220905123,S S DILLOW EL,REGION 11: FORT WORTH,TARRANT,Elementary,PK - 05,No,No,425,98.1%,57.2%,C,78,Not Rated: Senate Bill 1365,50,B,80,B,80,Not Rated: Senate Bill 1365,52,C,73,Targeted Support,,Not Earned,Not Earned,Not Earned,,Not Earned,Not Earned,Not Earned,033,033,090,090,010,010,ZONED SCHOOL-TRANSFERS ACCEPTED
220905,FORT WORTH ISD,220905124,MAUDE I LOGAN EL,REGION 11: FORT WORTH,TARRANT,Elementary,PK - 05,No,No,309,93.5%,32.0%,B,87,C,71,A,91,A,91,C,79,C,76,Targeted Support,,Earned,Not Earned,Not Earned,,Earned,Not Earned,Earned,033,033,095,095,010,010,ZONED SCHOOL-TRANSFERS ACCEPTED
220905,FORT WORTH ISD,220905125,EASTERN HILLS EL,REGION 11: FORT WORTH,TARRANT,Elementary,EE - 05,No,No,497,94.6%,29.2%,B,82,Not Rated: Senate Bill 1365,56,B,85,B,85,Not Rated: Senate Bill 1365,59,C,74,,,Not Earned,Not Earned,Not Earned,,Not Earned,Not Earned,Not Earned,006,033,095,095,010,009,ZONED SCHOOL-TRANSFERS ACCEPTED
220905,FORT WORTH ISD,220905126,EAST HANDLEY EL,REGION 11: FORT WORTH,TARRANT,Elementary,PK - 05,No,No,319,92.2%,44.5%,C,73,Not Rated: Senate Bill 1365,56,C,72,C,72,Not Rated: Senate Bill 1365,58,C,74,,,Not Earned,Not Earned,Not Earned,,Not Earned,Not Earned,Not Earned,006,033,095,095,010,010,ZONED SCHOOL-TRANSFERS ACCEPTED
220905,FORT WORTH ISD,220905127,CHRISTENE C MOSS EL,REGION 11: FORT WORTH,TARRANT,Elementary,PK - 05,No,No,324,98.1%,33.3%,C,76,Not Rated: Senate Bill 1365,57,C,79,C,79,Not Rated: Senate Bill 1365,60,C,70,,,Not Earned,Not Earned,Not Earned,,Not Earned,Not Earned,Not Earned,033,033,090,090,010,010,ZONED SCHOOL-TRANSFERS ACCEPTED
220905,FORT WORTH ISD,220905129,JOHN T WHITE EL,REGION 11: FORT WORTH,TARRANT,Elementary,EE - 05,No,No,445,95.7%,15.3%,B,83,Not Rated: Senate Bill 1365,56,B,88,B,88,Not Rated: Senate Bill 1365,59,C,71,Targeted Support,,Not Earned,Not Earned,Not Earned,,Not Earned,Not Earned,Not Earned,033,033,095,095,009,009,ZONED SCHOOL-TRANSFERS ACCEPTED
220905,FORT WORTH ISD,220905130,HARLEAN BEAL EL,REGION 11: FORT WORTH,TARRANT,Elementary,PK - 05,No,No,270,95.6%,47.0%,B,85,Not Rated: Senate Bill 1365,56,B,89,B,89,Not Rated: Senate Bill 1365,59,C,75,Targeted Support,,Not Earned,Not Earned,Earned,,Earned,Not Earned,Not Earned,033,033,095,095,010,010,ZONED SCHOOL-TRANSFERS ACCEPTED
220905,FORT WORTH ISD,220905132,GLEN PARK EL,REGION 11: FORT WORTH,TARRANT,Elementary,EE - 05,No,No,457,97.6%,67.2%,B,81,C,70,B,85,B,85,C,79,C,72,,,Not Earned,Not Earned,Not Earned,,Not Earned,Not Earned,Not Earned,033,033,090,090,010,010,ZONED SCHOOL-TRANSFERS ACCEPTED
220905,FORT WORTH ISD,220905133,W M GREEN EL,REGION 11: FORT WORTH,TARRANT,Elementary,EE - 05,No,No,555,97.3%,51.4%,B,85,Not Rated: Senate Bill 1365,57,B,89,A,91,Not Rated: Senate Bill 1365,60,C,75,,,Not Earned,Not Earned,Not Earned,,Not Earned,Not Earned,Not Earned,033,033,095,095,010,010,OPEN ENROLLMENT CHARTER SCHOOL
220905,FORT WORTH ISD,220905134,GREENBRIAR EL,REGION 11: FORT WORTH,TARRANT,Elementary,EE - 05,No,No,506,90.5%,51.8%,B,84,Not Rated: Senate Bill 1365,60,B,88,B,88,Not Rated: Senate Bill 1365,67,C,75,Targeted Support,,Not Earned,Not Earned,Not Earned,,Not Earned,Not Earned,Not Earned,012,025,090,090,010,010,ZONED SCHOOL-TRANSFERS ACCEPTED
